,Natural Language Query,Generated SQL Query,Result
               41              55         8/20/2013
               70              55         8/20/2013
               57              50         8/20/2013
               31              29         8/15/2013
               25              22         8/15/2013
               56              69         8/23/2013
               61              50         8/20/2013
               56              70         8/23/2013
               76              55         8/20/2013
               65              69         8/23/2013
               63              69         8/23/2013
               74              70         8/23/2013
               65              72         8/23/2013
               76              70         8/23/2013
               60              50         8/20/2013
               47              50         8/20/2013
               61              77         8/25/2013
               51              70         8/23/2013
               56              70         8/23/2013
               49              47         8/19/2013
               55              61         8/22/2013
               65              72         8/23/2013
               76              70         8/23/2013
               66              60         8/21/2013
               64              39         8/25/2013
               32              32        12/31/2013
                7               2          8/6/2013
                9              12          8/7/2013
               64              70         8/23/2013
               47              70         8/23/2013
               59              74         8/25/2013
               70              67         8/23/2013
               34              34         8/14/2013
               32              27         8/16/2013
               48              55         8/20/2013
               48              50         8/20/2013
               48              50         8/20/2013
               61              74         8/25/2013
               34              34         8/14/2013
               41              57         8/21/2013
               65              69         8/23/2013
               63              50         8/20/2013
               62              51         8/20/2013
               74              55         8/20/2013
               50              70         8/23/2013
               62              70         8/23/2013
               66              60         8/21/2013
               49              59         8/21/2013
               32              28         8/15/2013
               64              77         8/25/2013
               50              82         1/22/2014
               11               2          8/6/2013
               60              74         8/25/2013
               25              22         8/15/2013
               61              69         8/23/2013
               50              60         8/21/2013
               50              60         8/21/2013
               27              28         8/15/2013
               50              70         8/23/2013
               73              77         8/25/2013
               45              55         8/20/2013
                4               2          8/6/2013
               71              45         8/19/2013
               45              70         8/23/2013
               67              69         8/23/2013
               62              70         8/23/2013
               61              50         8/20/2013
               41              70         8/23/2013
               25              34         8/14/2013
               74              70         8/23/2013
               49              82         1/22/2014
               69              39         8/25/2013
               49              65         8/22/2013
               30              28         8/15/2013
               75              68         8/23/2013
               57              69         8/23/2013
               48              74         8/25/2013
               27              28         8/15/2013
               64              50         8/20/2013
               61              50         8/20/2013
               51              46         8/19/2013
               76              75         8/25/2013
               71              61         8/22/2013
               26              22         8/15/2013
               62              55         8/20/2013
               35              35         8/15/2013
               69              39         8/25/2013
               35              35         8/15/2013
               69              39         8/25/2013
               60              55         8/20/2013
               48              74         8/25/2013
               65              69         8/23/2013
               66              69         8/23/2013
               50              70         8/23/2013
               74              70         8/23/2013
               57              50         8/20/2013
               55              70         8/23/2013
               56              82         1/22/2014
               42              70         8/23/2013
               59              55         8/20/2013
               51              70         8/23/2013
               65              72         8/23/2013
               39              66         8/23/2013
               56              45         8/19/2013
               60              70         8/23/2013
               62              50         8/20/2013
               74              54         8/20/2013
               49              70         8/23/2013
               69              65         8/22/2013
               64              50         8/20/2013
               67              69         8/23/2013
               56              69         8/23/2013
               75              70         8/23/2013
               56              70         8/23/2013
               42              70         8/23/2013
               66              69         8/23/2013
               65              51         8/20/2013
               76              70         8/23/2013
               82              69         8/23/2013
               55              70         8/23/2013
               62              50         8/20/2013
               31              29         8/15/2013
               64              77         8/25/2013
               51              70         8/23/2013
               80               2          8/6/2013
               51              69         8/23/2013
               61              51         8/20/2013
               55              69         8/23/2013
               77              60         8/21/2013
               63              66         8/23/2013
               48              70         8/23/2013
               41              70         8/23/2013
               66              56         8/20/2013
               65              74         8/25/2013
               37              34         8/14/2013
               27              28         8/15/2013
               69              55         8/20/2013
               69              60         8/21/2013
               74              70         8/23/2013
               55              69         8/23/2013
               51              69         8/23/2013
               48              74         8/25/2013
               71              63         8/22/2013
               61              50         8/20/2013
               72              74         8/25/2013
               57              69         8/23/2013
               77              69         8/23/2013
               72              39         8/25/2013
               25              22         8/15/2013
               68              70         8/23/2013
               75              70         8/23/2013
               49              69         8/23/2013
               48              55         8/20/2013
               68              74         8/25/2013
               55              70         8/23/2013
                6               2          8/6/2013
               59              69         8/23/2013
               67              70         8/23/2013
               74              70         8/23/2013
               75              70         8/23/2013
               74              69         8/23/2013
               82              74         8/25/2013
               48              70         8/23/2013
               77              74         8/25/2013
               63              69         8/23/2013
               32              28         8/15/2013
               61              74         8/25/2013
               60              55         8/20/2013
               42              60         8/21/2013
               74              61         8/22/2013
               38              34         8/14/2013
               74              70         8/23/2013
               55              50         8/20/2013
               69              74         8/25/2013
               77              74         8/25/2013
               64              46         8/19/2013
               48              55         8/20/2013
               70              76         8/25/2013
               63              69         8/23/2013
               48              47         8/19/2013
               77              69         8/23/2013
               68              66         8/23/2013
               60              74         8/25/2013
               26              22         8/15/2013
               51              70         8/23/2013
               70              65         8/22/2013
               62              70         8/23/2013
               70              62         8/22/2013
               75              73         8/21/2013
               61              55         8/20/2013
               55              70         8/23/2013
               55              68         8/23/2013
               64              55         8/20/2013
               60              74         8/25/2013
                2              16          8/7/2013
               61              77         8/25/2013
               48              49         8/20/2013
               45              71         8/23/2013
               62              65         8/22/2013
               69              72         8/23/2013
               74              63         8/22/2013
               70              73         8/21/2013
               75              60         8/21/2013
               68              45         8/19/2013
               77              69         8/23/2013
               66              46         8/19/2013
               70              39         8/25/2013
               56              69         8/23/2013
               82              75         8/25/2013
               45              65         8/22/2013
               42              70         8/23/2013
               65              69         8/23/2013
               55              62         8/22/2013
               60              74         8/25/2013
               42              51         8/20/2013
               67              69         8/23/2013
                6               2          8/6/2013
               61              49         8/20/2013
               69              60         8/21/2013
               64              61         8/22/2013
               27              28         8/15/2013
               41              71         8/23/2013
               76              55         8/20/2013
               45              39         8/25/2013
               61              77         8/25/2013
               69              57         8/21/2013
               63              54         8/20/2013
               74              70         8/23/2013
               77              73         8/21/2013
               70              74         8/25/2013
               74              70         8/23/2013
               45              55         8/20/2013
               65              75         8/25/2013
               41              61         8/22/2013
               61              50         8/20/2013
               83              22         8/15/2013
               70              57         8/21/2013
               41              55         8/20/2013
               60              74         8/25/2013
               75              39         8/25/2013
               75              67         8/23/2013
               82              56         8/20/2013
               74              60         8/21/2013
               67              69         8/23/2013
               66              76         8/25/2013
               42              70         8/23/2013
               74              70         8/23/2013
               70              66         8/23/2013
               65              66         8/23/2013
               50              69         8/23/2013
               54              42         8/19/2013
               70              61         8/22/2013
               69              71         8/23/2013
               82              74         8/25/2013
               57              39         8/25/2013
               55              70         8/23/2013
                2               4          8/6/2013
               70              65         8/22/2013
               77              69         8/23/2013
               74              69         8/23/2013
               74              69         8/23/2013
               25              22         8/15/2013
               55              56         8/20/2013
               64              77         8/25/2013
               68              70         8/23/2013
               42              70         8/23/2013
               63              70         8/23/2013
               65              69         8/23/2013
                4               2          8/6/2013
               58              62         8/22/2013
               61              74         8/25/2013
               65              69         8/23/2013
               63              69         8/23/2013
               27              28         8/15/2013
               75              67         8/23/2013
               37              34         8/14/2013
               63              74         8/25/2013
               60              70         8/23/2013
               75              54         8/20/2013
               65              72         8/23/2013
               50              70         8/23/2013
               65              72         8/23/2013
               60              74         8/25/2013
                2               4          8/6/2013
               64              77         8/25/2013
               60              74         8/25/2013
               55              65         8/22/2013
               75              61         8/22/2013
               39              65         8/22/2013
               82              70         8/23/2013
               76              70         8/23/2013
               61              74         8/25/2013
               65              61         8/22/2013
               65              71         8/23/2013
               66              69         8/23/2013
               51              70         8/23/2013
               32              28         8/15/2013
                7               2          8/6/2013
               66              51         8/20/2013
               60              66         8/23/2013
               61              50         8/20/2013
               63              68         8/23/2013
               75              54         8/20/2013
               62              77         8/25/2013
               60              74         8/25/2013
               50              61         8/22/2013
               63              61         8/22/2013
               27              28         8/15/2013
               65              66         8/23/2013
               74              60         8/21/2013
               66              69         8/23/2013
               66              69         8/23/2013
               65              72         8/23/2013
               77              73         8/21/2013
               39              67         8/23/2013
               82              74         8/25/2013
               82              61         8/22/2013
               73              77         8/25/2013
               55              69         8/23/2013
               62              70         8/23/2013
               41              69         8/23/2013
               82              56         8/20/2013
               77              67         8/23/2013
               77              70         8/23/2013
               74              54         8/20/2013
               77              55         8/20/2013
               65              49         8/20/2013
               55              56         8/20/2013
               47              54         8/20/2013
                4               2          8/6/2013
               62              69         8/23/2013
               67              69         8/23/2013
               62              60         8/21/2013
               82              55         8/20/2013
               64              77         8/25/2013
               60              64         8/22/2013
               60              69         8/23/2013
               62              61         8/22/2013
               82              64         8/22/2013
               76              41         8/19/2013
               60              51         8/20/2013
               62              50         8/20/2013
               45              55         8/20/2013
               74              70         8/23/2013
               56              67         8/23/2013
               55              70         8/23/2013
               63              69         8/23/2013
               70              50         8/20/2013
               42              69         8/23/2013
               60              62         8/22/2013
               65              69         8/23/2013
               68              69         8/23/2013
               61              50         8/20/2013
               74              69         8/23/2013
               64              55         8/20/2013
               50              65         8/22/2013
               72              74         8/25/2013
               49              82         1/22/2014
               64              77         8/25/2013
               57              69         8/23/2013
               39              69         8/23/2013
               61              42         8/19/2013
               28              32        12/31/2013
               28              30         8/16/2013
               22              21         8/12/2013
               63              50         8/20/2013
               65              50         8/20/2013
               45              58         8/21/2013
               82              56         8/20/2013
               60              61         8/22/2013
               64              50         8/20/2013
               60              74         8/25/2013
               69              50         8/20/2013
               55              50         8/20/2013
               70              42         8/19/2013
               82              55         8/20/2013
                4               2          8/6/2013
               56              50         8/20/2013
               82              69         8/23/2013
               70              65         8/22/2013
               61              74         8/25/2013
               50              61         8/22/2013
               61              50         8/20/2013
               77              60         8/21/2013
               56              55         8/20/2013
               63              64         8/22/2013
               74              60         8/21/2013
               74              50         8/20/2013
               82              61         8/22/2013
               67              70         8/23/2013
               50              57         8/21/2013
               63              74         8/25/2013
               67              69         8/23/2013
               54              69         8/23/2013
               74              63         8/22/2013
               39              55         8/20/2013
               42              61         8/22/2013
               68              39         8/25/2013
               65              70         8/23/2013
               76              55         8/20/2013
               48              61         8/22/2013
               66              59         8/21/2013
               39              67         8/23/2013
               57              61         8/22/2013
               50              61         8/22/2013
               67              39         8/25/2013
               46              55         8/20/2013
               64              77         8/25/2013
               51              47         8/19/2013
               74              73         8/21/2013
               74              61         8/22/2013
               74              64         8/22/2013
               61              48         8/19/2013
               55              42         8/19/2013
               70              54         8/20/2013
               51              45         8/19/2013
               49              61         8/22/2013
                2              16          8/7/2013
               62              64         8/22/2013
               48              70         8/23/2013
               70              55         8/20/2013
               69              65         8/22/2013
               67              77         8/25/2013
               69              57         8/21/2013
               82              55         8/20/2013
               48              50         8/20/2013
               74              39         8/25/2013
               48              50         8/20/2013
                2               4          8/6/2013
               69              57         8/21/2013
               60              60         8/21/2013
               50              61         8/22/2013
                2               7          8/7/2013
               67              69         8/23/2013
               60              60         8/21/2013
               32              28         8/15/2013
               56              39         8/25/2013
               37              34         8/14/2013
               42              73         8/21/2013
               51              70         8/23/2013
               64              50         8/20/2013
               49              70         8/23/2013
               56              59         8/21/2013
               48              73         8/21/2013
               65              61         8/22/2013
               50              54         8/20/2013
               55              66         8/23/2013
               60              74         8/25/2013
               63              74         8/25/2013
               82              41         8/19/2013
               60              59         8/21/2013
               60              74         8/25/2013
               60              74         8/25/2013
               54              61         8/22/2013
               77              64         8/22/2013
               65              45         8/19/2013
               49              61         8/22/2013
               49              64         8/22/2013
                2               4          8/6/2013
               63              72         8/23/2013
               42              61         8/22/2013
               70              61         8/22/2013
               42              61         8/22/2013
               29              31        12/31/2013
               39              66         8/23/2013
                6               9          8/5/2013
               71              74         8/25/2013
               39              66         8/23/2013
               28              30         8/16/2013
               39              65         8/22/2013
               41              82         1/22/2014
               28              33         8/16/2013
               57              72         8/23/2013
               27              28         8/15/2013
               68              50         8/20/2013
               47              64         8/22/2013
               61              49         8/20/2013
               51              64         8/22/2013
               39              69         8/23/2013
               71              70         8/23/2013
               22              26         8/12/2013
               82              74         8/25/2013
               51              61         8/22/2013
               80               6          8/7/2013
               70              65         8/22/2013
               70              39         8/25/2013
               51              70         8/23/2013
               67              69         8/23/2013
               49              74         8/25/2013
               74              64         8/22/2013
               69              39         8/25/2013
               64              42         8/19/2013
               63              70         8/23/2013
               65              55         8/20/2013
               47              50         8/20/2013
               70              63         8/22/2013
                2               9          8/5/2013
               68              65         8/22/2013
               61              41         8/19/2013
               65              69         8/23/2013
               72              67         8/23/2013
               57              69         8/23/2013
               82              50         8/20/2013
               66              45         8/19/2013
               64              77         8/25/2013
               82              50         8/20/2013
               39              67         8/23/2013
               63              64         8/22/2013
               54              70         8/23/2013
               45              68         8/23/2013
               74              51         8/20/2013
               67              58         8/21/2013
               77              55         8/20/2013
               69              67         8/23/2013
               69              61         8/22/2013
               70              61         8/22/2013
               70              50         8/20/2013
               77              69         8/23/2013
               70              64         8/22/2013
               70              66         8/23/2013
               16               9          8/5/2013
               64              77         8/25/2013
               72              76         8/25/2013
               70              54         8/20/2013
               67              39         8/25/2013
               61              61         8/22/2013
               66              55         8/20/2013
               57              58         8/21/2013
               48              50         8/20/2013
               62              49         8/20/2013
               50              60         8/21/2013
               65              54         8/20/2013
               47              57         8/21/2013
               70              76         8/25/2013
               49              64         8/22/2013
               45              73         8/21/2013
               28              30         8/16/2013
               60              74         8/25/2013
               49              60         8/21/2013
               69              59         8/21/2013
               47              39         8/25/2013
               70              66         8/23/2013
               64              77         8/25/2013
               42              60         8/21/2013
               69              49         8/20/2013
               76              69         8/23/2013
               42              60         8/21/2013
               73              77         8/25/2013
               74              61         8/22/2013
               72              65         8/22/2013
               50              70         8/23/2013
               72              65         8/22/2013
               11               6          8/7/2013
               41              60         8/21/2013
               62              70         8/23/2013
                6              13          8/6/2013
               46              55         8/20/2013
               27              28         8/15/2013
               71              73         8/21/2013
               60              48         8/19/2013
               82              75         8/25/2013
               39              73         8/21/2013
               22              22         8/15/2013
               22              22         8/15/2013
               48              74         8/25/2013
               66              76         8/25/2013
               70              49         8/20/2013
               55              55         8/20/2013
               77              63         8/22/2013
               62              69         8/23/2013
               69              65         8/22/2013
               63              65         8/22/2013
               13               6          8/7/2013
               54              70         8/23/2013
               61              66         8/23/2013
               55              73         8/21/2013
               77              50         8/20/2013
               77              50         8/20/2013
               60              42         8/19/2013
               47              46         8/19/2013
               48              74         8/25/2013
               31              29         8/15/2013
               49              65         8/22/2013
               63              70         8/23/2013
               32              28         8/15/2013
               70              42         8/19/2013
               61              49         8/20/2013
               61              49         8/20/2013
               45              75         8/25/2013
               50              60         8/21/2013
               82              66         8/23/2013
               61              77         8/25/2013
               61              77         8/25/2013
               61              66         8/23/2013
               61              51         8/20/2013
               54              82         1/22/2014
               61              47         8/19/2013
               28              32        12/31/2013
               61              46         8/19/2013
               66              66         8/23/2013
               69              65         8/22/2013
               69              58         8/21/2013
               61              82         1/22/2014
               61              74         8/25/2013
               61              67         8/23/2013
               61              67         8/23/2013
               49              61         8/22/2013
               45              77         8/25/2013
               61              71         8/23/2013
               45              60         8/21/2013
               66              73         8/21/2013
               28              27         8/16/2013
               70              71         8/23/2013
               70              39         8/25/2013
               61              57         8/21/2013
               54              56         8/20/2013
               76              59         8/21/2013
               66              69         8/23/2013
               73              71         8/23/2013
               69              65         8/22/2013
                2               7          8/7/2013
               56              63         8/22/2013
               69              59         8/21/2013
               39              75         8/25/2013
               41              73         8/21/2013
               54              41         8/19/2013
               67              65         8/22/2013
               54              60         8/21/2013
               32              31        12/31/2013
               62              77         8/25/2013
               45              45         8/19/2013
               73              77         8/25/2013
               68              65         8/22/2013
               39              69         8/23/2013
               39              60         8/21/2013
               39              60         8/21/2013
               69              51         8/20/2013
               69              51         8/20/2013
               72              70         8/23/2013
               57              50         8/20/2013
               70              62         8/22/2013
               65              61         8/22/2013
               49              51         8/20/2013
               55              61         8/22/2013
               65              66         8/23/2013
               56              82         1/22/2014
               50              62         8/22/2013
               50              68         8/23/2013
               50              45         8/19/2013
               50              47         8/19/2013
               66              65         8/22/2013
               39              69         8/23/2013
               55              82         1/22/2014
               61              69         8/23/2013
               71              58         8/21/2013
               55              76         8/25/2013
                4               2          8/6/2013
               67              75         8/25/2013
               70              56         8/20/2013
               70              55         8/20/2013
               70              47         8/19/2013
               67              75         8/25/2013
               70              50         8/20/2013
               70              54         8/20/2013
               70              56         8/20/2013
               73              51         8/20/2013
               69              60         8/21/2013
               70              66         8/23/2013
               71              70         8/23/2013
               64              70         8/23/2013
               50              68         8/23/2013
               60              55         8/20/2013
               50              61         8/22/2013
               42              47         8/19/2013
               55              68         8/23/2013
               73              75         8/25/2013
               51              65         8/22/2013
               74              61         8/22/2013
               70              60         8/21/2013
               74              65         8/22/2013
               49              45         8/19/2013
               69              72         8/23/2013
               64              63         8/22/2013
               74              65         8/22/2013
               72              65         8/22/2013
               69              50         8/20/2013
               67              69         8/23/2013
               55              72         8/23/2013
               55              70         8/23/2013
               65              69         8/23/2013
               55              60         8/21/2013
               50              70         8/23/2013
               50              63         8/22/2013
               69              63         8/22/2013
               68              65         8/22/2013
               71              64         8/22/2013
               51              70         8/23/2013
               84               2          8/6/2013
               66              45         8/19/2013
               76              77         8/25/2013
               42              70         8/23/2013
               65              70         8/23/2013
               60              56         8/20/2013
               22              26         8/12/2013
               22              25         8/12/2013
               82              70         8/23/2013
               70              41         8/19/2013
               70              59         8/21/2013
               69              50         8/20/2013
               55              65         8/22/2013
               49              70         8/23/2013
               70              39         8/25/2013
               54              63         8/22/2013
               63              70         8/23/2013
               76              70         8/23/2013
               70              56         8/20/2013
               61              67         8/23/2013
                4               2          8/6/2013
               77              61         8/22/2013
               50              57         8/21/2013
               73              45         8/19/2013
                2               6          8/7/2013
               61              63         8/22/2013
               11               2          8/6/2013
               74              48         8/19/2013
               11               2          8/6/2013
               50              61         8/22/2013
               50              60         8/21/2013
               50              61         8/22/2013
               71              69         8/23/2013
               57              50         8/20/2013
               55              76         8/25/2013
                2               4          8/6/2013
                9               2          8/6/2013
               73              56         8/20/2013
               50              42         8/19/2013
               65              62         8/22/2013
               67              69         8/23/2013
               55              62         8/22/2013
               67              77         8/25/2013
               65              70         8/23/2013
               54              70         8/23/2013
               54              65         8/22/2013
               69              67         8/23/2013
               59              49         8/20/2013
               69              77         8/25/2013
               70              56         8/20/2013
               73              39         8/25/2013
               73              49         8/20/2013
               32              28         8/15/2013
                2               6          8/7/2013
               71              63         8/22/2013
               73              70         8/23/2013
               70              75         8/25/2013
               70              51         8/20/2013
               69              47         8/19/2013
               70              50         8/20/2013
               70              41         8/19/2013
               60              42         8/19/2013
               73              70         8/23/2013
               60              39         8/25/2013
               60              39         8/25/2013
               74              69         8/23/2013
               70              50         8/20/2013
               69              55         8/20/2013
               70              62         8/22/2013
               28              32        12/31/2013
               75              82         1/22/2014
               55              76         8/25/2013
               70              42         8/19/2013
               69              50         8/20/2013
               69              66         8/23/2013
                2               4          8/6/2013
               69              67         8/23/2013
               55              48         8/19/2013
               22              25         8/12/2013
               55              41         8/19/2013
               66              60         8/21/2013
               74              65         8/22/2013
               65              77         8/25/2013
               61              65         8/22/2013
               76              70         8/23/2013
               28              27         8/16/2013
               74              82         1/22/2014
               55              58         8/21/2013
               49              70         8/23/2013
                9               2          8/6/2013
               54              70         8/23/2013
               55              45         8/19/2013
               64              70         8/23/2013
               66              47         8/19/2013
               50              64         8/22/2013
               49              70         8/23/2013
                9               2          8/6/2013
               46              64         8/22/2013
               59              69         8/23/2013
               50              62         8/22/2013
               50              77         8/25/2013
               50              70         8/23/2013
                2              11          8/6/2013
                2               4          8/6/2013
               54              70         8/23/2013
               69              46         8/19/2013
               70              48         8/19/2013
               69              48         8/19/2013
               69              56         8/20/2013
               49              61         8/22/2013
               70              51         8/20/2013
               73              61         8/22/2013
               70              72         8/23/2013
               61              70         8/23/2013
               72              51         8/20/2013
               70              63         8/22/2013
               70              51         8/20/2013
               70              67         8/23/2013
               70              51         8/20/2013
               70              50         8/20/2013
               60              41         8/19/2013
               70              76         8/25/2013
               69              77         8/25/2013
               70              45         8/19/2013
               69              77         8/25/2013
               70              47         8/19/2013
               69              57         8/21/2013
               64              63         8/22/2013
               51              70         8/23/2013
               70              55         8/20/2013
               69              65         8/22/2013
               62              70         8/23/2013
               61              70         8/23/2013
               69              42         8/19/2013
               76              60         8/21/2013
               69              65         8/22/2013
               69              51         8/20/2013
               51              70         8/23/2013
               69              51         8/20/2013
               69              50         8/20/2013
               69              48         8/19/2013
               73              45         8/19/2013
               69              65         8/22/2013
               54              70         8/23/2013
               69              63         8/22/2013
               70              75         8/25/2013
               69              63         8/22/2013
               69              48         8/19/2013
               70              61         8/22/2013
               69              62         8/22/2013
               66              76         8/25/2013
               70              77         8/25/2013
               57              74         8/25/2013
               55              61         8/22/2013
               55              74         8/25/2013
               55              70         8/23/2013
               65              69         8/23/2013
               64              65         8/22/2013
               55              57         8/21/2013
               55              42         8/19/2013
               61              74         8/25/2013
               66              59         8/21/2013
               77              61         8/22/2013
               71              65         8/22/2013
               60              77         8/25/2013
                2               4          8/6/2013
               70              51         8/20/2013
               70              77         8/25/2013
               67              77         8/25/2013
